instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,hum,windspeed,casual,registered,cnt,season_name,weather_name,weekday_name,time_of_day,casual_ratio,log_casual,log_registered,log_cnt
9637,2012-02-11,1,1,2,11,0,6,0,2,0.24,0.81,0.1045,26,157,183,Spring,Mist,Saturday,Midday,0.14207650273224043,3.295836866004329,5.062595033026967,5.214935757608986
9638,2012-02-11,1,1,2,12,0,6,0,2,0.26,0.81,0.1642,25,196,221,Spring,Mist,Saturday,Midday,0.11312217194570136,3.258096538021482,5.2832037287379885,5.402677381872279
9639,2012-02-11,1,1,2,13,0,6,0,2,0.26,0.81,0.2836,18,217,235,Spring,Mist,Saturday,Midday,0.07659574468085106,2.9444389791664403,5.384495062789089,5.4638318050256105
9640,2012-02-11,1,1,2,14,0,6,0,2,0.26,0.81,0.2537,38,205,243,Spring,Mist,Saturday,Midday,0.15637860082304528,3.6635616461296463,5.327876168789581,5.497168225293202
9641,2012-02-11,1,1,2,15,0,6,0,2,0.3,0.61,0.2985,12,112,124,Spring,Mist,Saturday,Midday,0.0967741935483871,2.5649493574615367,4.727387818712341,4.8283137373023015
9642,2012-02-11,1,1,2,16,0,6,0,3,0.22,0.75,0.4179,12,134,146,Spring,Light Snow/Rain,Saturday,Evening Peak,0.0821917808219178,2.5649493574615367,4.90527477843843,4.990432586778736
9643,2012-02-11,1,1,2,17,0,6,0,3,0.22,0.69,0.4627,13,131,144,Spring,Light Snow/Rain,Saturday,Evening Peak,0.09027777777777778,2.639057329615259,4.882801922586371,4.976733742420574
9644,2012-02-11,1,1,2,18,0,6,0,2,0.22,0.47,0.4775,3,105,108,Spring,Mist,Saturday,Evening Peak,0.027777777777777776,1.3862943611198906,4.663439094112067,4.6913478822291435
9645,2012-02-11,1,1,2,19,0,6,0,2,0.2,0.4,0.4775,2,85,87,Spring,Mist,Saturday,Evening Peak,0.022988505747126436,1.0986122886681096,4.454347296253507,4.477336814478207
9646,2012-02-11,1,1,2,20,0,6,0,2,0.16,0.43,0.4775,1,62,63,Spring,Mist,Saturday,Night/Early Morning,0.015873015873015872,0.6931471805599453,4.143134726391533,4.1588830833596715
9647,2012-02-11,1,1,2,21,0,6,0,1,0.14,0.43,0.4775,5,43,48,Spring,Clear,Saturday,Night/Early Morning,0.10416666666666667,1.791759469228055,3.784189633918261,3.8918202981106265
9648,2012-02-11,1,1,2,22,0,6,0,2,0.14,0.39,0.3881,0,46,46,Spring,Mist,Saturday,Night/Early Morning,0.0,0.0,3.8501476017100584,3.8501476017100584
9649,2012-02-11,1,1,2,23,0,6,0,3,0.12,0.5,0.4775,0,20,20,Spring,Light Snow/Rain,Saturday,Night/Early Morning,0.0,0.0,3.044522437723423,3.044522437723423
9650,2012-02-12,1,1,2,0,0,0,0,3,0.1,0.68,0.3881,0,21,21,Spring,Light Snow/Rain,Sunday,Night/Early Morning,0.0,0.0,3.091042453358316,3.091042453358316
9651,2012-02-12,1,1,2,1,0,0,0,3,0.08,0.79,0.4627,0,24,24,Spring,Light Snow/Rain,Sunday,Night/Early Morning,0.0,0.0,3.2188758248682006,3.2188758248682006
9652,2012-02-12,1,1,2,2,0,0,0,2,0.1,0.58,0.4775,1,26,27,Spring,Mist,Sunday,Night/Early Morning,0.037037037037037035,0.6931471805599453,3.295836866004329,3.332204510175204
9653,2012-02-12,1,1,2,3,0,0,0,2,0.1,0.46,0.4775,0,14,14,Spring,Mist,Sunday,Night/Early Morning,0.0,0.0,2.70805020110221,2.70805020110221
9654,2012-02-12,1,1,2,4,0,0,0,2,0.1,0.46,0.4775,0,1,1,Spring,Mist,Sunday,Night/Early Morning,0.0,0.0,0.6931471805599453,0.6931471805599453
9655,2012-02-12,1,1,2,5,0,0,0,1,0.1,0.49,0.3881,0,3,3,Spring,Clear,Sunday,Night/Early Morning,0.0,0.0,1.3862943611198906,1.3862943611198906
9656,2012-02-12,1,1,2,6,0,0,0,1,0.1,0.49,0.3881,0,2,2,Spring,Clear,Sunday,Morning Peak,0.0,0.0,1.0986122886681096,1.0986122886681096
9657,2012-02-12,1,1,2,7,0,0,0,1,0.08,0.53,0.194,0,18,18,Spring,Clear,Sunday,Morning Peak,0.0,0.0,2.9444389791664403,2.9444389791664403
9658,2012-02-12,1,1,2,8,0,0,0,1,0.08,0.53,0.2537,0,26,26,Spring,Clear,Sunday,Morning Peak,0.0,0.0,3.295836866004329,3.295836866004329
9659,2012-02-12,1,1,2,9,0,0,0,1,0.1,0.49,0.2985,3,60,63,Spring,Clear,Sunday,Morning Peak,0.047619047619047616,1.3862943611198906,4.110873864173311,4.1588830833596715
9660,2012-02-12,1,1,2,10,0,0,0,1,0.12,0.42,0.3582,8,83,91,Spring,Clear,Sunday,Midday,0.08791208791208792,2.1972245773362196,4.430816798843313,4.5217885770490405
9661,2012-02-12,1,1,2,11,0,0,0,1,0.12,0.42,0.2985,3,121,124,Spring,Clear,Sunday,Midday,0.024193548387096774,1.3862943611198906,4.804021044733257,4.8283137373023015
9662,2012-02-12,1,1,2,12,0,0,0,1,0.14,0.39,0.4775,7,133,140,Spring,Clear,Sunday,Midday,0.05,2.0794415416798357,4.897839799950911,4.948759890378168
9663,2012-02-12,1,1,2,13,0,0,0,1,0.16,0.4,0.4478,10,128,138,Spring,Clear,Sunday,Midday,0.07246376811594203,2.3978952727983707,4.859812404361672,4.9344739331306915
9664,2012-02-12,1,1,2,14,0,0,0,1,0.16,0.4,0.4775,9,102,111,Spring,Clear,Sunday,Midday,0.08108108108108109,2.302585092994046,4.634728988229636,4.718498871295094
9665,2012-02-12,1,1,2,15,0,0,0,1,0.16,0.4,0.4775,5,150,155,Spring,Clear,Sunday,Midday,0.03225806451612903,1.791759469228055,5.017279836814924,5.049856007249537
9666,2012-02-12,1,1,2,16,0,0,0,1,0.2,0.34,0.4627,16,148,164,Spring,Clear,Sunday,Evening Peak,0.0975609756097561,2.833213344056216,5.003946305945459,5.10594547390058
9667,2012-02-12,1,1,2,17,0,0,0,1,0.18,0.37,0.4179,4,83,87,Spring,Clear,Sunday,Evening Peak,0.04597701149425287,1.6094379124341003,4.430816798843313,4.477336814478207
9668,2012-02-12,1,1,2,18,0,0,0,1,0.16,0.4,0.4627,4,92,96,Spring,Clear,Sunday,Evening Peak,0.041666666666666664,1.6094379124341003,4.532599493153256,4.574710978503383
9669,2012-02-12,1,1,2,19,0,0,0,1,0.16,0.4,0.2836,2,78,80,Spring,Clear,Sunday,Evening Peak,0.025,1.0986122886681096,4.3694478524670215,4.394449154672439
9670,2012-02-12,1,1,2,20,0,0,0,1,0.14,0.42,0.3284,1,56,57,Spring,Clear,Sunday,Night/Early Morning,0.017543859649122806,0.6931471805599453,4.04305126783455,4.060443010546419
9671,2012-02-12,1,1,2,21,0,0,0,1,0.14,0.43,0.2985,0,36,36,Spring,Clear,Sunday,Night/Early Morning,0.0,0.0,3.6109179126442243,3.6109179126442243
9672,2012-02-12,1,1,2,22,0,0,0,1,0.14,0.43,0.1642,0,28,28,Spring,Clear,Sunday,Night/Early Morning,0.0,0.0,3.367295829986474,3.367295829986474
9673,2012-02-12,1,1,2,23,0,0,0,1,0.14,0.43,0.2239,0,23,23,Spring,Clear,Sunday,Night/Early Morning,0.0,0.0,3.1780538303479458,3.1780538303479458
9674,2012-02-13,1,1,2,0,0,1,1,1,0.14,0.46,0.2239,0,9,9,Spring,Clear,Monday,Night/Early Morning,0.0,0.0,2.302585092994046,2.302585092994046
9675,2012-02-13,1,1,2,1,0,1,1,1,0.12,0.5,0.2239,0,6,6,Spring,Clear,Monday,Night/Early Morning,0.0,0.0,1.9459101490553132,1.9459101490553132
9676,2012-02-13,1,1,2,2,0,1,1,1,0.14,0.46,0.194,0,4,4,Spring,Clear,Monday,Night/Early Morning,0.0,0.0,1.6094379124341003,1.6094379124341003
9677,2012-02-13,1,1,2,3,0,1,1,1,0.12,0.54,0.1045,0,1,1,Spring,Clear,Monday,Night/Early Morning,0.0,0.0,0.6931471805599453,0.6931471805599453
9678,2012-02-13,1,1,2,4,0,1,1,1,0.12,0.54,0.0896,0,2,2,Spring,Clear,Monday,Night/Early Morning,0.0,0.0,1.0986122886681096,1.0986122886681096
9679,2012-02-13,1,1,2,5,0,1,1,1,0.1,0.58,0.1343,0,17,17,Spring,Clear,Monday,Night/Early Morning,0.0,0.0,2.8903717578961645,2.8903717578961645
9680,2012-02-13,1,1,2,6,0,1,1,1,0.1,0.54,0.2239,1,71,72,Spring,Clear,Monday,Morning Peak,0.013888888888888888,0.6931471805599453,4.276666119016055,4.290459441148391
9681,2012-02-13,1,1,2,7,0,1,1,1,0.1,0.54,0.194,1,194,195,Spring,Clear,Monday,Morning Peak,0.005128205128205128,0.6931471805599453,5.272999558563747,5.278114659230518
9682,2012-02-13,1,1,2,8,0,1,1,1,0.1,0.54,0.1343,4,413,417,Spring,Clear,Monday,Morning Peak,0.009592326139088728,1.6094379124341003,6.025865973825314,6.035481432524756
9683,2012-02-13,1,1,2,9,0,1,1,1,0.12,0.5,0.194,7,198,205,Spring,Clear,Monday,Morning Peak,0.03414634146341464,2.0794415416798357,5.293304824724492,5.327876168789581
9684,2012-02-13,1,1,2,10,0,1,1,1,0.14,0.5,0.1343,1,70,71,Spring,Clear,Monday,Midday,0.014084507042253521,0.6931471805599453,4.2626798770413155,4.276666119016055
9685,2012-02-13,1,1,2,11,0,1,1,1,0.22,0.37,0.194,5,85,90,Spring,Clear,Monday,Midday,0.05555555555555555,1.791759469228055,4.454347296253507,4.51085950651685
9686,2012-02-13,1,1,2,12,0,1,1,1,0.28,0.28,0.3284,7,111,118,Spring,Clear,Monday,Midday,0.059322033898305086,2.0794415416798357,4.718498871295094,4.77912349311153
9687,2012-02-13,1,1,2,13,0,1,1,1,0.32,0.22,0.2239,11,129,140,Spring,Clear,Monday,Midday,0.07857142857142857,2.4849066497880004,4.867534450455582,4.948759890378168
9688,2012-02-13,1,1,2,14,0,1,1,1,0.34,0.23,0.1045,10,125,135,Spring,Clear,Monday,Midday,0.07407407407407407,2.3978952727983707,4.836281906951478,4.912654885736052
9689,2012-02-13,1,1,2,15,0,1,1,1,0.36,0.27,0.1343,10,145,155,Spring,Clear,Monday,Midday,0.06451612903225806,2.3978952727983707,4.983606621708336,5.049856007249537
9690,2012-02-13,1,1,2,16,0,1,1,1,0.36,0.23,0.194,5,206,211,Spring,Clear,Monday,Evening Peak,0.023696682464454975,1.791759469228055,5.332718793265369,5.356586274672012
9691,2012-02-13,1,1,2,17,0,1,1,1,0.36,0.23,0.194,8,399,407,Spring,Clear,Monday,Evening Peak,0.019656019656019656,2.1972245773362196,5.991464547107982,6.0112671744041615
9692,2012-02-13,1,1,2,18,0,1,1,1,0.34,0.25,0.2537,6,399,405,Spring,Clear,Monday,Evening Peak,0.014814814814814815,1.9459101490553132,5.991464547107982,6.0063531596017325
9693,2012-02-13,1,1,2,19,0,1,1,1,0.34,0.25,0.1343,7,256,263,Spring,Clear,Monday,Evening Peak,0.026615969581749048,2.0794415416798357,5.54907608489522,5.575949103146316
9694,2012-02-13,1,1,2,20,0,1,1,1,0.3,0.42,0.1642,4,210,214,Spring,Clear,Monday,Night/Early Morning,0.018691588785046728,1.6094379124341003,5.351858133476067,5.3706380281276624
9695,2012-02-13,1,1,2,21,0,1,1,1,0.28,0.45,0.1343,2,145,147,Spring,Clear,Monday,Night/Early Morning,0.013605442176870748,1.0986122886681096,4.983606621708336,4.997212273764115
9696,2012-02-13,1,1,2,22,0,1,1,1,0.26,0.56,0.1045,3,99,102,Spring,Clear,Monday,Night/Early Morning,0.029411764705882353,1.3862943611198906,4.605170185988092,4.634728988229636
9697,2012-02-13,1,1,2,23,0,1,1,1,0.28,0.41,0.0,2,34,36,Spring,Clear,Monday,Night/Early Morning,0.05555555555555555,1.0986122886681096,3.5553480614894135,3.6109179126442243
9698,2012-02-14,1,1,2,0,0,2,1,2,0.26,0.6,0.0,0,14,14,Spring,Mist,Tuesday,Night/Early Morning,0.0,0.0,2.70805020110221,2.70805020110221
9699,2012-02-14,1,1,2,1,0,2,1,2,0.26,0.56,0.0,0,6,6,Spring,Mist,Tuesday,Night/Early Morning,0.0,0.0,1.9459101490553132,1.9459101490553132
9700,2012-02-14,1,1,2,2,0,2,1,2,0.28,0.41,0.0,0,3,3,Spring,Mist,Tuesday,Night/Early Morning,0.0,0.0,1.3862943611198906,1.3862943611198906
9701,2012-02-14,1,1,2,3,0,2,1,2,0.26,0.52,0.0,0,3,3,Spring,Mist,Tuesday,Night/Early Morning,0.0,0.0,1.3862943611198906,1.3862943611198906
9702,2012-02-14,1,1,2,4,0,2,1,2,0.26,0.65,0.1045,0,2,2,Spring,Mist,Tuesday,Night/Early Morning,0.0,0.0,1.0986122886681096,1.0986122886681096
9703,2012-02-14,1,1,2,5,0,2,1,2,0.26,0.65,0.1045,2,20,22,Spring,Mist,Tuesday,Night/Early Morning,0.09090909090909091,1.0986122886681096,3.044522437723423,3.1354942159291497
9704,2012-02-14,1,1,2,6,0,2,1,2,0.26,0.56,0.0,1,89,90,Spring,Mist,Tuesday,Morning Peak,0.011111111111111112,0.6931471805599453,4.499809670330265,4.51085950651685
9705,2012-02-14,1,1,2,7,0,2,1,2,0.24,0.6,0.0896,4,276,280,Spring,Mist,Tuesday,Morning Peak,0.014285714285714285,1.6094379124341003,5.6240175061873385,5.638354669333745
9706,2012-02-14,1,1,2,8,0,2,1,2,0.24,0.7,0.0,3,510,513,Spring,Mist,Tuesday,Morning Peak,0.005847953216374269,1.3862943611198906,6.236369590203704,6.2422232654551655
9707,2012-02-14,1,1,2,9,0,2,1,2,0.26,0.56,0.0896,6,256,262,Spring,Mist,Tuesday,Morning Peak,0.022900763358778626,1.9459101490553132,5.54907608489522,5.572154032177765
9708,2012-02-14,1,1,2,10,0,2,1,2,0.26,0.6,0.1343,8,90,98,Spring,Mist,Tuesday,Midday,0.08163265306122448,2.1972245773362196,4.51085950651685,4.59511985013459
9709,2012-02-14,1,1,2,11,0,2,1,2,0.3,0.45,0.1642,5,107,112,Spring,Mist,Tuesday,Midday,0.044642857142857144,1.791759469228055,4.68213122712422,4.727387818712341
9710,2012-02-14,1,1,2,12,0,2,1,2,0.3,0.52,0.2239,10,162,172,Spring,Mist,Tuesday,Midday,0.05813953488372093,2.3978952727983707,5.093750200806762,5.153291594497779
9711,2012-02-14,1,1,2,13,0,2,1,2,0.36,0.4,0.2537,6,167,173,Spring,Mist,Tuesday,Midday,0.03468208092485549,1.9459101490553132,5.123963979403259,5.159055299214529
9712,2012-02-14,1,1,2,14,0,2,1,1,0.4,0.4,0.2239,13,111,124,Spring,Clear,Tuesday,Midday,0.10483870967741936,2.639057329615259,4.718498871295094,4.8283137373023015
9713,2012-02-14,1,1,2,15,0,2,1,2,0.42,0.38,0.4478,7,138,145,Spring,Mist,Tuesday,Midday,0.04827586206896552,2.0794415416798357,4.9344739331306915,4.983606621708336
9714,2012-02-14,1,1,2,16,0,2,1,1,0.42,0.35,0.2985,15,251,266,Spring,Clear,Tuesday,Evening Peak,0.05639097744360902,2.772588722239781,5.529429087511423,5.58724865840025
9715,2012-02-14,1,1,2,17,0,2,1,1,0.42,0.38,0.3582,19,504,523,Spring,Clear,Tuesday,Evening Peak,0.036328871892925434,2.995732273553991,6.22455842927536,6.261491684321042
9716,2012-02-14,1,1,2,18,0,2,1,2,0.38,0.46,0.2985,8,398,406,Spring,Mist,Tuesday,Evening Peak,0.019704433497536946,2.1972245773362196,5.988961416889864,6.008813185442595
9717,2012-02-14,1,1,2,19,0,2,1,2,0.36,0.5,0.1642,11,270,281,Spring,Mist,Tuesday,Evening Peak,0.03914590747330961,2.4849066497880004,5.602118820879701,5.641907070938114
9718,2012-02-14,1,1,2,20,0,2,1,2,0.38,0.46,0.1343,6,178,184,Spring,Mist,Tuesday,Night/Early Morning,0.03260869565217391,1.9459101490553132,5.187385805840755,5.220355825078325
9719,2012-02-14,1,1,2,21,0,2,1,2,0.36,0.5,0.1045,4,105,109,Spring,Mist,Tuesday,Night/Early Morning,0.03669724770642202,1.6094379124341003,4.663439094112067,4.700480365792417
9720,2012-02-14,1,1,2,22,0,2,1,2,0.36,0.5,0.1045,5,72,77,Spring,Mist,Tuesday,Night/Early Morning,0.06493506493506493,1.791759469228055,4.290459441148391,4.356708826689592
9721,2012-02-14,1,1,2,23,0,2,1,2,0.36,0.5,0.0896,2,55,57,Spring,Mist,Tuesday,Night/Early Morning,0.03508771929824561,1.0986122886681096,4.02535169073515,4.060443010546419
9722,2012-02-15,1,1,2,0,0,3,1,1,0.32,0.57,0.0,0,22,22,Spring,Clear,Wednesday,Night/Early Morning,0.0,0.0,3.1354942159291497,3.1354942159291497
9723,2012-02-15,1,1,2,1,0,3,1,1,0.34,0.53,0.0,0,5,5,Spring,Clear,Wednesday,Night/Early Morning,0.0,0.0,1.791759469228055,1.791759469228055
9724,2012-02-15,1,1,2,2,0,3,1,1,0.3,0.61,0.0,0,4,4,Spring,Clear,Wednesday,Night/Early Morning,0.0,0.0,1.6094379124341003,1.6094379124341003
9725,2012-02-15,1,1,2,3,0,3,1,1,0.28,0.75,0.0,0,3,3,Spring,Clear,Wednesday,Night/Early Morning,0.0,0.0,1.3862943611198906,1.3862943611198906
9726,2012-02-15,1,1,2,4,0,3,1,1,0.28,0.7,0.1045,0,1,1,Spring,Clear,Wednesday,Night/Early Morning,0.0,0.0,0.6931471805599453,0.6931471805599453
9727,2012-02-15,1,1,2,5,0,3,1,1,0.28,0.7,0.1045,0,25,25,Spring,Clear,Wednesday,Night/Early Morning,0.0,0.0,3.258096538021482,3.258096538021482
9728,2012-02-15,1,1,2,6,0,3,1,1,0.3,0.61,0.1343,3,92,95,Spring,Clear,Wednesday,Morning Peak,0.031578947368421054,1.3862943611198906,4.532599493153256,4.564348191467836
9729,2012-02-15,1,1,2,7,0,3,1,2,0.3,0.65,0.194,3,318,321,Spring,Mist,Wednesday,Morning Peak,0.009345794392523364,1.3862943611198906,5.765191102784844,5.7745515455444085
9730,2012-02-15,1,1,2,8,0,3,1,1,0.32,0.61,0.3582,7,508,515,Spring,Clear,Wednesday,Morning Peak,0.013592233009708738,2.0794415416798357,6.2324480165505225,6.246106765481563
9731,2012-02-15,1,1,2,9,0,3,1,1,0.32,0.61,0.3284,5,226,231,Spring,Clear,Wednesday,Morning Peak,0.021645021645021644,1.791759469228055,5.424950017481403,5.44673737166631
9732,2012-02-15,1,1,2,10,0,3,1,1,0.34,0.57,0.2985,12,108,120,Spring,Clear,Wednesday,Midday,0.1,2.5649493574615367,4.6913478822291435,4.795790545596741
9733,2012-02-15,1,1,2,11,0,3,1,1,0.36,0.53,0.2836,13,125,138,Spring,Clear,Wednesday,Midday,0.09420289855072464,2.639057329615259,4.836281906951478,4.9344739331306915
9734,2012-02-15,1,1,2,12,0,3,1,1,0.38,0.46,0.3881,11,152,163,Spring,Clear,Wednesday,Midday,0.06748466257668712,2.4849066497880004,5.030437921392435,5.099866427824199
9735,2012-02-15,1,1,2,13,0,3,1,1,0.4,0.43,0.2836,11,159,170,Spring,Clear,Wednesday,Midday,0.06470588235294118,2.4849066497880004,5.075173815233827,5.14166355650266
9736,2012-02-15,1,1,2,14,0,3,1,1,0.42,0.41,0.3582,6,128,134,Spring,Clear,Wednesday,Midday,0.04477611940298507,1.9459101490553132,4.859812404361672,4.90527477843843
9737,2012-02-15,1,1,2,15,0,3,1,1,0.42,0.41,0.2239,7,164,171,Spring,Clear,Wednesday,Midday,0.04093567251461988,2.0794415416798357,5.10594547390058,5.147494476813453
9738,2012-02-15,1,1,2,16,0,3,1,1,0.42,0.38,0.194,9,222,231,Spring,Clear,Wednesday,Evening Peak,0.03896103896103896,2.302585092994046,5.407171771460119,5.44673737166631
9739,2012-02-15,1,1,2,17,0,3,1,1,0.42,0.38,0.194,17,470,487,Spring,Clear,Wednesday,Evening Peak,0.03490759753593429,2.8903717578961645,6.154858094016418,6.1903154058531475
9740,2012-02-15,1,1,2,18,0,3,1,1,0.4,0.4,0.2239,9,459,468,Spring,Clear,Wednesday,Evening Peak,0.019230769230769232,2.302585092994046,6.131226489483141,6.150602768446279
9741,2012-02-15,1,1,2,19,0,3,1,1,0.38,0.43,0.1642,9,302,311,Spring,Clear,Wednesday,Evening Peak,0.028938906752411574,2.302585092994046,5.713732805509369,5.7430031878094825
9742,2012-02-15,1,1,2,20,0,3,1,1,0.36,0.46,0.1642,4,207,211,Spring,Clear,Wednesday,Night/Early Morning,0.018957345971563982,1.6094379124341003,5.337538079701318,5.356586274672012
9743,2012-02-15,1,1,2,21,0,3,1,1,0.34,0.53,0.1642,8,170,178,Spring,Clear,Wednesday,Night/Early Morning,0.0449438202247191,2.1972245773362196,5.14166355650266,5.187385805840755
9744,2012-02-15,1,1,2,22,0,3,1,1,0.34,0.49,0.1045,3,104,107,Spring,Clear,Wednesday,Night/Early Morning,0.028037383177570093,1.3862943611198906,4.653960350157523,4.68213122712422
9745,2012-02-15,1,1,2,23,0,3,1,1,0.34,0.53,0.0896,4,54,58,Spring,Clear,Wednesday,Night/Early Morning,0.06896551724137931,1.6094379124341003,4.007333185232471,4.07753744390572
9746,2012-02-16,1,1,2,0,0,4,1,2,0.3,0.7,0.1343,1,22,23,Spring,Mist,Thursday,Night/Early Morning,0.043478260869565216,0.6931471805599453,3.1354942159291497,3.1780538303479458
9747,2012-02-16,1,1,2,1,0,4,1,2,0.3,0.7,0.0,0,5,5,Spring,Mist,Thursday,Night/Early Morning,0.0,0.0,1.791759469228055,1.791759469228055
9748,2012-02-16,1,1,2,2,0,4,1,2,0.3,0.7,0.0896,1,6,7,Spring,Mist,Thursday,Night/Early Morning,0.14285714285714285,0.6931471805599453,1.9459101490553132,2.0794415416798357
9749,2012-02-16,1,1,2,3,0,4,1,2,0.3,0.61,0.0,0,1,1,Spring,Mist,Thursday,Night/Early Morning,0.0,0.0,0.6931471805599453,0.6931471805599453
9750,2012-02-16,1,1,2,4,0,4,1,3,0.3,0.7,0.0896,0,3,3,Spring,Light Snow/Rain,Thursday,Night/Early Morning,0.0,0.0,1.3862943611198906,1.3862943611198906
9751,2012-02-16,1,1,2,5,0,4,1,2,0.3,0.7,0.0,0,20,20,Spring,Mist,Thursday,Night/Early Morning,0.0,0.0,3.044522437723423,3.044522437723423
9752,2012-02-16,1,1,2,6,0,4,1,2,0.3,0.7,0.0896,4,83,87,Spring,Mist,Thursday,Morning Peak,0.04597701149425287,1.6094379124341003,4.430816798843313,4.477336814478207
9753,2012-02-16,1,1,2,7,0,4,1,2,0.3,0.7,0.1343,3,285,288,Spring,Mist,Thursday,Morning Peak,0.010416666666666666,1.3862943611198906,5.655991810819852,5.666426688112432
9754,2012-02-16,1,1,2,8,0,4,1,2,0.3,0.7,0.0896,9,489,498,Spring,Mist,Thursday,Morning Peak,0.018072289156626505,2.302585092994046,6.194405391104672,6.212606095751519
9755,2012-02-16,1,1,2,9,0,4,1,2,0.3,0.7,0.1642,3,199,202,Spring,Mist,Thursday,Morning Peak,0.01485148514851485,1.3862943611198906,5.298317366548036,5.313205979041787
9756,2012-02-16,1,1,2,10,0,4,1,3,0.32,0.7,0.1343,2,42,44,Spring,Light Snow/Rain,Thursday,Midday,0.045454545454545456,1.0986122886681096,3.7612001156935624,3.8066624897703196
9757,2012-02-16,1,1,2,11,0,4,1,3,0.32,0.7,0.1045,2,69,71,Spring,Light Snow/Rain,Thursday,Midday,0.028169014084507043,1.0986122886681096,4.248495242049359,4.276666119016055
9758,2012-02-16,1,1,2,12,0,4,1,3,0.32,0.76,0.0896,1,44,45,Spring,Light Snow/Rain,Thursday,Midday,0.022222222222222223,0.6931471805599453,3.8066624897703196,3.828641396489095
9759,2012-02-16,1,1,2,13,0,4,1,3,0.34,0.71,0.2537,2,62,64,Spring,Light Snow/Rain,Thursday,Midday,0.03125,1.0986122886681096,4.143134726391533,4.174387269895637
9760,2012-02-16,1,1,2,14,0,4,1,3,0.32,0.81,0.194,1,30,31,Spring,Light Snow/Rain,Thursday,Midday,0.03225806451612903,0.6931471805599453,3.4339872044851463,3.4657359027997265
9761,2012-02-16,1,1,2,15,0,4,1,3,0.34,0.76,0.0,3,50,53,Spring,Light Snow/Rain,Thursday,Midday,0.05660377358490566,1.3862943611198906,3.9318256327243257,3.9889840465642745
9762,2012-02-16,1,1,2,16,0,4,1,3,0.34,0.81,0.0,8,110,118,Spring,Light Snow/Rain,Thursday,Evening Peak,0.06779661016949153,2.1972245773362196,4.709530201312334,4.77912349311153
9763,2012-02-16,1,1,2,17,0,4,1,3,0.34,0.87,0.0,8,281,289,Spring,Light Snow/Rain,Thursday,Evening Peak,0.02768166089965398,2.1972245773362196,5.641907070938114,5.66988092298052
9764,2012-02-16,1,1,2,18,0,4,1,3,0.34,0.87,0.1343,8,345,353,Spring,Light Snow/Rain,Thursday,Evening Peak,0.0226628895184136,2.1972245773362196,5.846438775057724,5.869296913133774
9765,2012-02-16,1,1,2,19,0,4,1,2,0.32,0.87,0.1642,4,254,258,Spring,Mist,Thursday,Evening Peak,0.015503875968992248,1.6094379124341003,5.541263545158426,5.556828061699537
9766,2012-02-16,1,1,2,20,0,4,1,2,0.32,0.87,0.1343,5,211,216,Spring,Mist,Thursday,Night/Early Morning,0.023148148148148147,1.791759469228055,5.356586274672012,5.37989735354046
9767,2012-02-16,1,1,2,21,0,4,1,2,0.34,0.81,0.1045,3,142,145,Spring,Mist,Thursday,Night/Early Morning,0.020689655172413793,1.3862943611198906,4.962844630259907,4.983606621708336
9768,2012-02-16,1,1,2,22,0,4,1,2,0.32,0.81,0.0,3,108,111,Spring,Mist,Thursday,Night/Early Morning,0.02702702702702703,1.3862943611198906,4.6913478822291435,4.718498871295094
9769,2012-02-16,1,1,2,23,0,4,1,1,0.32,0.81,0.0896,3,70,73,Spring,Clear,Thursday,Night/Early Morning,0.0410958904109589,1.3862943611198906,4.2626798770413155,4.304065093204169
9770,2012-02-17,1,1,2,0,0,5,1,2,0.3,0.87,0.0,2,32,34,Spring,Mist,Friday,Night/Early Morning,0.058823529411764705,1.0986122886681096,3.4965075614664802,3.5553480614894135
9771,2012-02-17,1,1,2,1,0,5,1,2,0.3,0.93,0.0,2,16,18,Spring,Mist,Friday,Night/Early Morning,0.1111111111111111,1.0986122886681096,2.833213344056216,2.9444389791664403
9772,2012-02-17,1,1,2,2,0,5,1,2,0.3,0.93,0.1045,1,11,12,Spring,Mist,Friday,Night/Early Morning,0.08333333333333333,0.6931471805599453,2.4849066497880004,2.5649493574615367
9773,2012-02-17,1,1,2,3,0,5,1,2,0.28,0.93,0.1045,0,1,1,Spring,Mist,Friday,Night/Early Morning,0.0,0.0,0.6931471805599453,0.6931471805599453
9774,2012-02-17,1,1,2,4,0,5,1,2,0.28,0.93,0.194,0,1,1,Spring,Mist,Friday,Night/Early Morning,0.0,0.0,0.6931471805599453,0.6931471805599453
9775,2012-02-17,1,1,2,5,0,5,1,2,0.28,0.93,0.1642,0,16,16,Spring,Mist,Friday,Night/Early Morning,0.0,0.0,2.833213344056216,2.833213344056216
9776,2012-02-17,1,1,2,6,0,5,1,2,0.28,0.96,0.1343,1,70,71,Spring,Mist,Friday,Morning Peak,0.014084507042253521,0.6931471805599453,4.2626798770413155,4.276666119016055
9777,2012-02-17,1,1,2,7,0,5,1,2,0.28,0.93,0.1045,4,222,226,Spring,Mist,Friday,Morning Peak,0.017699115044247787,1.6094379124341003,5.407171771460119,5.424950017481403
9778,2012-02-17,1,1,2,8,0,5,1,2,0.26,1.0,0.0,4,516,520,Spring,Mist,Friday,Morning Peak,0.007692307692307693,1.6094379124341003,6.248042874508429,6.255750041753367
