instant,dteday,season,yr,mnth,holiday,weekday,workingday,weathersit,temp,hum,windspeed,casual,registered,cnt,season_name,weather_name,weekday_name,casual_ratio,log_casual,log_registered,log_cnt
288,2011-10-15,4,0,10,0,6,0,1,0.506667,0.483333,0.258083,1899.0,3318,5217.0,Winter,Clear,Saturday,0.36400230017251295,7.549609165154532,8.107418811719974,8.559869465696673
289,2011-10-16,4,0,10,0,0,0,1,0.511667,0.486667,0.281717,1748.0,3293,5041.0,Winter,Clear,Sunday,0.3467565959135092,7.466799475018602,8.099857910737585,8.525558107747866
290,2011-10-17,4,0,10,0,1,1,1,0.534167,0.579583,0.175379,713.0,3857,4570.0,Winter,Clear,Monday,0.1560175054704595,6.570882962339584,8.257904193465674,8.427487278331744
291,2011-10-18,4,0,10,0,2,1,2,0.5325,0.701667,0.110087,637.0,4111,4748.0,Winter,Mist,Tuesday,0.13416175231676494,6.45833828334479,8.321664807135,8.465689348549121
292,2011-10-19,4,0,10,0,3,1,3,0.541739,0.895217,0.243339,254.0,2170,2424.0,Winter,Light Snow/Rain,Wednesday,0.10478547854785479,5.541263545158426,7.682943169878292,7.793586803371584
293,2011-10-20,4,0,10,0,4,1,1,0.475833,0.63625,0.38061125,471.0,3724,4195.0,Winter,Clear,Thursday,0.11227651966626936,6.156978985585555,8.22282213081366,8.341886969516187
294,2011-10-21,4,0,10,0,5,1,1,0.4275,0.574167,0.221396,676.0,3628,4304.0,Winter,Clear,Friday,0.1570631970260223,6.517671272912275,8.19671240721307,8.367532416861831
295,2011-10-22,4,0,10,0,6,0,1,0.4225,0.629167,0.0926667,1499.0,2809,4308.0,Winter,Clear,Saturday,0.3479572887650882,7.313220387090301,7.940939762327791,8.368461137615839
296,2011-10-23,4,0,10,0,0,0,1,0.421667,0.74125,0.0995125,1619.0,2762,4381.0,Winter,Clear,Sunday,0.36955033097466333,7.3901814282264295,7.924072324923417,8.385260520155413
297,2011-10-24,4,0,10,0,1,1,1,0.463333,0.772083,0.118792,699.0,3488,4187.0,Winter,Clear,Monday,0.16694530690231668,6.551080335043404,8.157370441186774,8.339978571990427
298,2011-10-25,4,0,10,0,2,1,1,0.471667,0.622917,0.166658,695.0,3992,4687.0,Winter,Clear,Tuesday,0.14828248346490291,6.54534966033442,8.292298107063221,8.452761331256848
299,2011-10-26,4,0,10,0,3,1,2,0.484167,0.720417,0.148642,404.0,3490,3894.0,Winter,Mist,Wednesday,0.10374935798664613,6.003887067106539,8.157943507105037,8.267448958304849
300,2011-10-27,4,0,10,0,4,1,2,0.47,0.812917,0.197763,240.0,2419,2659.0,Winter,Mist,Thursday,0.09025949605114705,5.484796933490655,7.791522819150732,7.886081401775745
301,2011-10-28,4,0,10,0,5,1,2,0.330833,0.585833,0.229479,456.0,3291,3747.0,Winter,Mist,Friday,0.12169735788630905,6.124683390894205,8.09925056179696,8.228977643358313
302,2011-10-29,4,0,10,0,6,0,3,0.254167,0.8825,0.351371,57.0,570,627.0,Winter,Light Snow/Rain,Saturday,0.09090909090909091,4.060443010546419,6.3473892096560105,6.4425401664681985
303,2011-10-30,4,0,10,0,0,0,1,0.319167,0.62375,0.176617,885.0,2446,3331.0,Winter,Clear,Sunday,0.26568598018613027,6.786716950605081,7.802618063442671,8.111328003286733
304,2011-10-31,4,0,10,0,1,1,1,0.34,0.703333,0.10635,362.0,3307,3669.0,Winter,Clear,Monday,0.09866448623603162,5.8944028342648505,8.104099056143582,8.207946941048617
305,2011-11-01,4,0,11,0,2,1,1,0.400833,0.68375,0.135571,410.0,3658,4068.0,Winter,Clear,Tuesday,0.1007866273352999,6.018593214496234,8.204945165019208,8.31115254800169
306,2011-11-02,4,0,11,0,3,1,1,0.3775,0.71875,0.0820917,370.0,3816,4186.0,Winter,Clear,Wednesday,0.08838987099856666,5.916202062607435,8.247220052745229,8.339739766019143
307,2011-11-03,4,0,11,0,4,1,1,0.408333,0.702083,0.136817,318.0,3656,3974.0,Winter,Clear,Thursday,0.08002013085052843,5.765191102784844,8.204398418149381,8.287780027088433
308,2011-11-04,4,0,11,0,5,1,2,0.403333,0.6225,0.271779,470.0,3576,4046.0,Winter,Mist,Friday,0.11616411270390509,6.154858094016418,8.182279739259018,8.305731144875866
309,2011-11-05,4,0,11,0,6,0,1,0.326667,0.519167,0.189062,1156.0,2770,3926.0,Winter,Clear,Saturday,0.2944472745797249,7.053585727193677,7.9269635448629785,8.27563105457801
310,2011-11-06,4,0,11,0,0,0,1,0.348333,0.734583,0.0920542,952.0,2697,3649.0,Winter,Clear,Sunday,0.2608933954508084,6.859614903654202,7.900266036767701,8.202482446576537
311,2011-11-07,4,0,11,0,1,1,1,0.395,0.75875,0.057225,373.0,3662,4035.0,Winter,Clear,Monday,0.09244114002478315,5.924255797414532,8.206037762778815,8.3030093814735
312,2011-11-08,4,0,11,0,2,1,1,0.408333,0.721667,0.0690375,376.0,3829,4205.0,Winter,Clear,Tuesday,0.08941736028537456,5.932245187448011,8.250620082174692,8.344267356262645
313,2011-11-09,4,0,11,0,3,1,1,0.4,0.758333,0.0621958,305.0,3804,4109.0,Winter,Clear,Wednesday,0.07422730591384766,5.723585101952381,8.244071270295786,8.32117830749028
314,2011-11-10,4,0,11,0,4,1,2,0.38,0.813333,0.189067,190.0,2743,2933.0,Winter,Mist,Thursday,0.0647800886464371,5.25227342804663,7.917171988845776,7.984121958702927
315,2011-11-11,4,0,11,1,5,0,1,0.324167,0.44625,0.314675,440.0,2928,3368.0,Winter,Clear,Friday,0.13064133016627077,6.089044875446846,7.982416346827733,8.122371243406553
316,2011-11-12,4,0,11,0,6,0,1,0.356667,0.552917,0.212062,1275.0,2792,4067.0,Winter,Clear,Saturday,0.31349889353331695,7.151485463904735,7.934871565945176,8.31090675716845
317,2011-11-13,4,0,11,0,0,0,1,0.440833,0.458333,0.281721,1004.0,2713,3717.0,Winter,Clear,Sunday,0.2701103040086091,6.912742820493176,7.906178840394815,8.220941168281389
318,2011-11-14,4,0,11,0,1,1,1,0.53,0.587083,0.306596,595.0,3891,4486.0,Winter,Clear,Monday,0.1326348640213999,6.39024066706535,8.266678443305896,8.408939605975984
319,2011-11-15,4,0,11,0,2,1,2,0.53,0.68875,0.199633,449.0,3746,4195.0,Winter,Mist,Tuesday,0.10703218116805721,6.1092475827643655,8.228710798793687,8.341886969516187
320,2011-11-16,4,0,11,0,3,1,3,0.456667,0.93,0.136829,145.0,1672,1817.0,Winter,Light Snow/Rain,Wednesday,0.07980187121629059,4.983606621708336,7.422373700986824,7.505492274737424
321,2011-11-17,4,0,11,0,4,1,2,0.341667,0.575833,0.305362,139.0,2914,3053.0,Winter,Mist,Thursday,0.04552898788077301,4.941642422609304,7.977625098784593,8.024207485778577
322,2011-11-18,4,0,11,0,5,1,1,0.274167,0.41,0.168533,245.0,3147,3392.0,Winter,Clear,Friday,0.07222877358490566,5.5053315359323625,8.054522609537294,8.129469764784231
323,2011-11-19,4,0,11,0,6,0,1,0.329167,0.502083,0.224496,943.0,2720,3663.0,Winter,Clear,Saturday,0.25743925743925744,6.8501261661455,7.908754738783246,8.20631072579402
324,2011-11-20,4,0,11,0,0,0,2,0.463333,0.684583,0.18595,787.0,2733,3520.0,Winter,Mist,Sunday,0.22357954545454545,6.669498089857879,7.913521017283895,8.166500319155052
325,2011-11-21,4,0,11,0,1,1,3,0.4475,0.91,0.138054,220.0,2545,2765.0,Winter,Light Snow/Rain,Monday,0.07956600361663653,5.3981627015177525,7.842278779117352,7.925157512224704
326,2011-11-22,4,0,11,0,2,1,3,0.416667,0.9625,0.118792,69.0,1538,1607.0,Winter,Light Snow/Rain,Tuesday,0.042937149968886125,4.248495242049359,7.338888133838879,7.382746449738912
327,2011-11-23,4,0,11,0,3,1,2,0.440833,0.757917,0.335825,112.0,2454,2566.0,Winter,Mist,Wednesday,0.043647700701480906,4.727387818712341,7.805882040228621,7.8504931808711405
328,2011-11-24,4,0,11,1,4,0,1,0.373333,0.549167,0.167304,560.0,935,1495.0,Winter,Clear,Thursday,0.3745819397993311,6.329720905522696,6.8416154764775925,7.310550158534422
329,2011-11-25,4,0,11,0,5,1,1,0.375,0.64375,0.0988958,1095.0,1697,2792.0,Winter,Clear,Friday,0.3921919770773639,6.999422467507961,7.437206366871292,7.934871565945176
330,2011-11-26,4,0,11,0,6,0,1,0.375833,0.681667,0.0684208,1249.0,1819,3068.0,Winter,Clear,Saturday,0.4071056062581486,7.1308988302963465,7.506591780070841,8.029107054619736
331,2011-11-27,4,0,11,0,0,0,1,0.459167,0.698333,0.208954,810.0,2261,3071.0,Winter,Clear,Sunday,0.2637577336372517,6.698268054115413,7.724004656676065,8.030084094267563
332,2011-11-28,4,0,11,0,1,1,1,0.503478,0.743043,0.142122,253.0,3614,3867.0,Winter,Clear,Monday,0.06542539436255496,5.537334267018537,8.192847134592865,8.260492856573185
333,2011-11-29,4,0,11,0,2,1,2,0.458333,0.830833,0.258092,96.0,2818,2914.0,Winter,Mist,Tuesday,0.032944406314344546,4.574710978503383,7.9441374911141125,7.977625098784593
334,2011-11-30,4,0,11,0,3,1,1,0.325,0.613333,0.271158,188.0,3425,3613.0,Winter,Clear,Wednesday,0.05203432050927207,5.241747015059643,8.139148678884066,8.192570471152173
335,2011-12-01,4,0,12,0,4,1,1,0.3125,0.524583,0.220158,182.0,3545,3727.0,Winter,Clear,Thursday,0.04883284142742152,5.209486152841421,8.173575486634153,8.223627175805483
336,2011-12-02,4,0,12,0,5,1,1,0.314167,0.625833,0.100754,268.0,3672,3940.0,Winter,Clear,Friday,0.06802030456852792,5.594711379601839,8.208764045819667,8.279189777195004
337,2011-12-03,4,0,12,0,6,0,1,0.299167,0.612917,0.0957833,706.0,2908,3614.0,Winter,Clear,Saturday,0.1953514111787493,6.561030665896573,7.975564658495202,8.192847134592865
338,2011-12-04,4,0,12,0,0,0,1,0.330833,0.775833,0.0839583,634.0,2851,3485.0,Winter,Clear,Sunday,0.181922525107604,6.453624998892692,7.955775781534187,8.156510226079966
339,2011-12-05,4,0,12,0,1,1,2,0.385833,0.827083,0.0622083,233.0,3578,3811.0,Winter,Mist,Monday,0.06113880871162425,5.455321115357702,8.182838710766026,8.245909264774093
340,2011-12-06,4,0,12,0,2,1,3,0.4625,0.949583,0.232583,126.0,2468,2594.0,Winter,Light Snow/Rain,Tuesday,0.04857363145720894,4.844187086458591,7.81156848934518,7.861341795599989
341,2011-12-07,4,0,12,0,3,1,3,0.41,0.970417,0.266175,50.0,655,705.0,Winter,Light Snow/Rain,Wednesday,0.07092198581560284,3.9318256327243257,6.486160788944089,6.559615237493242
342,2011-12-08,4,0,12,0,4,1,1,0.265833,0.58,0.240058,150.0,3172,3322.0,Winter,Clear,Thursday,0.04515352197471403,5.017279836814924,8.062432791583195,8.108623268354595
343,2011-12-09,4,0,12,0,5,1,1,0.290833,0.695833,0.0827167,261.0,3359,3620.0,Winter,Clear,Friday,0.07209944751381216,5.568344503761097,8.11969625295725,8.19450550976564
344,2011-12-10,4,0,12,0,6,0,1,0.275,0.5075,0.233221,502.0,2688,3190.0,Winter,Clear,Saturday,0.1573667711598746,6.220590170099739,7.896924656268864,8.068089626278244
345,2011-12-11,4,0,12,0,0,0,1,0.220833,0.49,0.0665417,377.0,2366,2743.0,Winter,Clear,Sunday,0.13744075829383887,5.934894195619588,7.769378609513984,7.917171988845776
346,2011-12-12,4,0,12,0,1,1,1,0.238333,0.670833,0.06345,143.0,3167,3310.0,Winter,Clear,Monday,0.043202416918429,4.969813299576001,8.060855752934316,8.105005537547246
347,2011-12-13,4,0,12,0,2,1,1,0.2825,0.59,0.14055,155.0,3368,3523.0,Winter,Clear,Tuesday,0.043996593812091964,5.049856007249537,8.122371243406553,8.16735198705607
348,2011-12-14,4,0,12,0,3,1,2,0.3175,0.66375,0.0609583,178.0,3562,3740.0,Winter,Mist,Wednesday,0.04759358288770053,5.187385805840755,8.178358165605836,8.227108234348146
349,2011-12-15,4,0,12,0,4,1,2,0.4225,0.634167,0.268042,181.0,3528,3709.0,Winter,Mist,Thursday,0.048800215691561066,5.204006687076795,8.16876982367527,8.21878715560148
350,2011-12-16,4,0,12,0,5,1,2,0.375,0.500417,0.260575,178.0,3399,3577.0,Winter,Mist,Friday,0.04976237070170534,5.187385805840755,8.131530710604252,8.182559264068665
351,2011-12-17,4,0,12,0,6,0,2,0.258333,0.560833,0.243167,275.0,2464,2739.0,Winter,Mist,Saturday,0.10040160642570281,5.62040086571715,7.80994708647679,7.915713199382116
352,2011-12-18,4,0,12,0,0,0,1,0.238333,0.58625,0.169779,220.0,2211,2431.0,Winter,Clear,Sunday,0.09049773755656108,5.3981627015177525,7.701652362642226,7.796469243086058
353,2011-12-19,4,0,12,0,1,1,1,0.276667,0.6375,0.172896,260.0,3143,3403.0,Winter,Clear,Monday,0.07640317367029092,5.564520407322694,8.053251153549096,8.132706489693264
354,2011-12-20,4,0,12,0,2,1,2,0.385833,0.595417,0.0615708,216.0,3534,3750.0,Winter,Mist,Tuesday,0.0576,5.37989735354046,8.170468578330674,8.229777750081887
355,2011-12-21,1,0,12,0,3,1,2,0.428333,0.858333,0.2214,107.0,2553,2660.0,Spring,Mist,Wednesday,0.040225563909774435,4.68213122712422,7.845416036592485,7.886457270977689
356,2011-12-22,1,0,12,0,4,1,2,0.423333,0.7575,0.047275,227.0,2841,3068.0,Spring,Mist,Thursday,0.07398956975228162,5.429345628954441,7.952263308657046,8.029107054619736
357,2011-12-23,1,0,12,0,5,1,1,0.373333,0.68625,0.274246,163.0,2046,2209.0,Spring,Clear,Friday,0.07378904481665913,5.099866427824199,7.624130585661289,7.700747794511798
358,2011-12-24,1,0,12,0,6,0,1,0.3025,0.5425,0.190304,155.0,856,1011.0,Spring,Clear,Saturday,0.1533135509396637,5.049856007249537,6.75343791859778,6.919683849847411
359,2011-12-25,1,0,12,0,0,0,1,0.274783,0.681304,0.155091,303.0,451,754.0,Spring,Clear,Sunday,0.40185676392572944,5.717027701406222,6.113682179832232,6.626717749249025
360,2011-12-26,1,0,12,1,1,0,1,0.321739,0.506957,0.239465,430.0,887,1317.0,Spring,Clear,Monday,0.32649962034927865,6.066108090103747,6.78897174299217,7.183870715062453
361,2011-12-27,1,0,12,0,2,1,2,0.325,0.7625,0.18845,103.0,1059,1162.0,Spring,Mist,Tuesday,0.08864027538726334,4.6443908991413725,6.966024187106113,7.0587581525186645
362,2011-12-28,1,0,12,0,3,1,1,0.29913,0.503913,0.293961,255.0,2047,2302.0,Spring,Clear,Wednesday,0.1107732406602954,5.545177444479562,7.6246189861593985,7.741967899820685
363,2011-12-29,1,0,12,0,4,1,1,0.248333,0.574167,0.119412,254.0,2169,2423.0,Spring,Clear,Thursday,0.10482872472141973,5.541263545158426,7.682482446534506,7.793174347189205
364,2011-12-30,1,0,12,0,5,1,1,0.311667,0.636667,0.134337,491.0,2508,2999.0,Spring,Clear,Friday,0.16372124041347116,6.198478716492308,7.827639546366422,8.006367567650246
365,2011-12-31,1,0,12,0,6,0,1,0.41,0.615833,0.220154,665.0,1820,2485.0,Spring,Clear,Saturday,0.2676056338028169,6.501289670540389,7.507141079727608,7.818430272070656
366,2012-01-01,1,1,1,0,0,0,1,0.37,0.6925,0.192167,686.0,1608,2294.0,Spring,Clear,Sunday,0.2990409764603313,6.532334292222349,7.3833681469923835,7.738488122494646
367,2012-01-02,1,1,1,1,1,0,1,0.273043,0.381304,0.329665,244.0,1707,1951.0,Spring,Clear,Monday,0.12506406970784215,5.501258210544727,7.443078374348515,7.5766097669730375
368,2012-01-03,1,1,1,0,2,1,1,0.15,0.44125,0.365671,89.0,2147,2236.0,Spring,Clear,Tuesday,0.03980322003577817,4.499809670330265,7.672292455628756,7.71289096149013
369,2012-01-04,1,1,1,0,3,1,2,0.1075,0.414583,0.1847,95.0,2273,2368.0,Spring,Mist,Wednesday,0.04011824324324324,4.564348191467836,7.729295674310482,7.7702232041587855
370,2012-01-05,1,1,1,0,4,1,1,0.265833,0.524167,0.129987,140.0,3132,3272.0,Spring,Clear,Thursday,0.042787286063569685,4.948759890378168,8.049746290952191,8.09346227450118
371,2012-01-06,1,1,1,0,5,1,1,0.334167,0.542083,0.167908,307.0,3791,4098.0,Spring,Clear,Friday,0.0749145924841386,5.730099782973575,8.240648863374913,8.318498320504338
372,2012-01-07,1,1,1,0,6,0,1,0.393333,0.531667,0.174758,1070.0,3451,4521.0,Spring,Clear,Saturday,0.23667330236673303,6.976348070447749,8.146709052203319,8.416709652837914
373,2012-01-08,1,1,1,0,0,0,1,0.3375,0.465,0.191542,599.0,2826,3425.0,Spring,Clear,Sunday,0.17489051094890512,6.396929655216146,7.94697135769359,8.139148678884066
374,2012-01-09,1,1,1,0,1,1,2,0.224167,0.701667,0.0989,106.0,2270,2376.0,Spring,Mist,Monday,0.04461279461279461,4.672828834461906,7.7279755421055585,7.773594467360194
375,2012-01-10,1,1,1,0,2,1,1,0.308696,0.646522,0.187552,173.0,3425,3598.0,Spring,Clear,Tuesday,0.048082267926625906,5.159055299214529,8.139148678884066,8.188411308079031
376,2012-01-11,1,1,1,0,3,1,2,0.274167,0.8475,0.131221,92.0,2085,2177.0,Spring,Mist,Wednesday,0.042259990813045475,4.532599493153256,7.643003635560718,7.686162303492906
377,2012-01-12,1,1,1,0,4,1,2,0.3825,0.802917,0.180967,269.0,3828,4097.0,Spring,Mist,Thursday,0.06565779838906517,5.598421958998375,8.250358951477294,8.318254328798846
378,2012-01-13,1,1,1,0,5,1,1,0.274167,0.5075,0.378108,174.0,3040,3214.0,Spring,Clear,Friday,0.054138145612943375,5.1647859739235145,8.019941687677365,8.07558263667172
379,2012-01-14,1,1,1,0,6,0,1,0.18,0.4575,0.187183,333.0,2160,2493.0,Spring,Clear,Saturday,0.13357400722021662,5.8111409929767,7.6783263565068856,7.821643126239982
380,2012-01-15,1,1,1,0,0,0,1,0.166667,0.419167,0.251258,284.0,2027,2311.0,Spring,Clear,Sunday,0.12289052358286456,5.652489180268651,7.614805364711073,7.7458682297922685
381,2012-01-16,1,1,1,1,1,0,1,0.19,0.5225,0.231358,217.0,2081,2298.0,Spring,Clear,Monday,0.09442993907745866,5.384495062789089,7.641084249174914,7.740229524763182
382,2012-01-17,1,1,1,0,2,1,2,0.373043,0.716087,0.34913,127.0,2808,2935.0,Spring,Mist,Tuesday,0.043270868824531517,4.852030263919617,7.940583827104244,7.984803389734406
383,2012-01-18,1,1,1,0,3,1,1,0.303333,0.443333,0.38061125,109.0,3267,3376.0,Spring,Clear,Wednesday,0.032286729857819906,4.700480365792417,8.091933455979893,8.124743020385568
384,2012-01-19,1,1,1,0,4,1,1,0.19,0.4975,0.220158,130.0,3162,3292.0,Spring,Clear,Thursday,0.03948967193195626,4.875197323201151,8.059276223305648,8.099554282376364
385,2012-01-20,1,1,1,0,5,1,2,0.2175,0.45,0.20275,115.0,3048,3163.0,Spring,Mist,Friday,0.03635788808093582,4.7535901911063645,8.022568946988255,8.059592328887545
386,2012-01-21,1,1,1,0,6,0,2,0.173333,0.83125,0.222642,67.0,1234,1301.0,Spring,Mist,Saturday,0.05149884704073789,4.219507705176107,7.118826249062078,7.171656822768514
387,2012-01-22,1,1,1,0,0,0,2,0.1625,0.79625,0.199638,196.0,1781,1977.0,Spring,Mist,Sunday,0.09914011127971674,5.2832037287379885,7.485491608030754,7.589841512182657
388,2012-01-23,1,1,1,0,1,1,2,0.218333,0.91125,0.110708,145.0,2287,2432.0,Spring,Mist,Monday,0.05962171052631579,4.983606621708336,7.7354333524996886,7.796880342783522
389,2012-01-24,1,1,1,0,2,1,1,0.3425,0.835833,0.123767,439.0,3900,4339.0,Spring,Clear,Tuesday,0.10117538603364831,6.0867747269123065,8.268988209506656,8.375629627094451
390,2012-01-25,1,1,1,0,3,1,1,0.294167,0.64375,0.161071,467.0,3803,4270.0,Spring,Clear,Wednesday,0.10936768149882904,6.148468295917647,8.24380842366528,8.359603270841466
391,2012-01-26,1,1,1,0,4,1,2,0.341667,0.769583,0.0733958,244.0,3831,4075.0,Spring,Mist,Thursday,0.059877300613496935,5.501258210544727,8.251142139090751,8.312871394342615
392,2012-01-27,1,1,1,0,5,1,2,0.425,0.74125,0.342667,269.0,3187,3456.0,Spring,Mist,Friday,0.07783564814814815,5.598421958998375,8.067149039910106,8.148156439921625
393,2012-01-28,1,1,1,0,6,0,1,0.315833,0.543333,0.210829,775.0,3248,4023.0,Spring,Clear,Saturday,0.19264230673626648,6.654152520183219,8.0861025356691,8.300031711779575
394,2012-01-29,1,1,1,0,0,0,1,0.2825,0.31125,0.24005,558.0,2685,3243.0,Spring,Clear,Sunday,0.17206290471785385,6.326149473155099,7.895808377083183,8.084562415235304
395,2012-01-30,1,1,1,0,1,1,1,0.269167,0.400833,0.215792,126.0,3498,3624.0,Spring,Clear,Monday,0.0347682119205298,4.844187086458591,8.160232492367689,8.195609567288775
396,2012-01-31,1,1,1,0,2,1,1,0.39,0.416667,0.261817,324.0,4185,4509.0,Spring,Clear,Tuesday,0.0718562874251497,5.783825182329737,8.339500903005945,8.414052432496725
397,2012-02-01,1,1,2,0,3,1,1,0.469167,0.507917,0.189067,304.0,4275,4579.0,Spring,Clear,Wednesday,0.06639004149377593,5.720311776607412,8.360773272144936,8.429454277108231
398,2012-02-02,1,1,2,0,4,1,2,0.399167,0.672917,0.187187,190.0,3571,3761.0,Spring,Mist,Thursday,0.050518479127891515,5.25227342804663,8.18088094199639,8.232706009860976
399,2012-02-03,1,1,2,0,5,1,1,0.313333,0.526667,0.178496,310.0,3841,4151.0,Spring,Clear,Friday,0.07468079980727535,5.739792912179234,8.253748343328501,8.331345424845724
400,2012-02-04,1,1,2,0,6,0,2,0.264167,0.779583,0.121896,384.0,2448,2832.0,Spring,Mist,Saturday,0.13559322033898305,5.953243334287785,7.803435056952168,7.949091499830517
401,2012-02-05,1,1,2,0,0,0,2,0.265833,0.687917,0.175996,318.0,2629,2947.0,Spring,Mist,Sunday,0.10790634543603665,5.765191102784844,7.874739125171811,7.988882253309227
402,2012-02-06,1,1,2,0,1,1,1,0.282609,0.622174,0.1538,206.0,3578,3784.0,Spring,Clear,Monday,0.054439746300211415,5.332718793265369,8.182838710766026,8.23880116587155
403,2012-02-07,1,1,2,0,2,1,1,0.354167,0.49625,0.147379,199.0,4176,4375.0,Spring,Clear,Tuesday,0.04548571428571429,5.298317366548036,8.337348564497175,8.383890344101816
404,2012-02-08,1,1,2,0,3,1,2,0.256667,0.722917,0.133721,109.0,2693,2802.0,Spring,Mist,Wednesday,0.03890078515346181,4.700480365792417,7.898782356970309,7.938445551164788
405,2012-02-09,1,1,2,0,4,1,1,0.265,0.562083,0.194037,163.0,3667,3830.0,Spring,Clear,Thursday,0.04255874673629243,5.099866427824199,8.207401833376355,8.25088114470065
406,2012-02-10,1,1,2,0,5,1,2,0.280833,0.54,0.116929,227.0,3604,3831.0,Spring,Mist,Friday,0.059253458626990343,5.429345628954441,8.190077049719049,8.251142139090751
407,2012-02-11,1,1,2,0,6,0,3,0.224167,0.73125,0.289796,192.0,1977,2169.0,Spring,Light Snow/Rain,Saturday,0.08852005532503458,5.262690188904886,7.589841512182657,7.682482446534506
408,2012-02-12,1,1,2,0,0,0,1,0.1275,0.464583,0.38061125,73.0,1456,1529.0,Spring,Clear,Sunday,0.04774362328319163,4.304065093204169,7.284134806195205,7.333023014386481
409,2012-02-13,1,1,2,0,1,1,1,0.2225,0.41125,0.167283,94.0,3328,3422.0,Spring,Clear,Monday,0.027469316189362946,4.553876891600541,8.110427237575024,8.138272638530186
410,2012-02-14,1,1,2,0,2,1,2,0.319167,0.50875,0.141179,135.0,3787,3922.0,Spring,Mist,Tuesday,0.03442121366649668,4.912654885736052,8.239593454305968,8.274611946209552
411,2012-02-15,1,1,2,0,3,1,1,0.348333,0.53125,0.1816,141.0,4028,4169.0,Spring,Clear,Wednesday,0.03382106020628448,4.955827057601261,8.301273485191347,8.335671314792847
412,2012-02-16,1,1,2,0,4,1,2,0.316667,0.752917,0.091425,74.0,2931,3005.0,Spring,Mist,Thursday,0.024625623960066557,4.31748811353631,7.983440063006542,8.00836557031292
413,2012-02-17,1,1,2,0,5,1,1,0.343333,0.634583,0.205846,349.0,3805,4154.0,Spring,Clear,Friday,0.08401540683678382,5.857933154483459,8.244334047856094,8.332067707289548
414,2012-02-18,1,1,2,0,6,0,1,0.346667,0.534583,0.190929,1435.0,2883,4318.0,Spring,Clear,Saturday,0.3323297823066234,7.269616749608169,7.96693349840484,8.3707791729607
415,2012-02-19,1,1,2,0,0,0,2,0.28,0.515833,0.253112,618.0,2071,2689.0,Spring,Mist,Sunday,0.2298252138341391,6.428105272684596,7.6362696033793735,7.897296472595885
416,2012-02-20,1,1,2,1,1,0,1,0.28,0.507826,0.229083,502.0,2627,3129.0,Spring,Clear,Monday,0.16043464365612017,6.220590170099739,7.873978379604501,8.048788283534199
417,2012-02-21,1,1,2,0,2,1,1,0.287826,0.594348,0.205717,163.0,3614,3777.0,Spring,Clear,Tuesday,0.04315594387079693,5.099866427824199,8.192847134592865,8.236950048061455
418,2012-02-22,1,1,2,0,3,1,1,0.395833,0.567917,0.234471,394.0,4379,4773.0,Spring,Clear,Wednesday,0.08254766394301279,5.978885764901122,8.384804003370492,8.470939806898775
419,2012-02-23,1,1,2,0,4,1,1,0.454167,0.554583,0.190913,516.0,4546,5062.0,Spring,Clear,Thursday,0.10193599367838799,6.248042874508429,8.42222295382501,8.529714471969909
420,2012-02-24,1,1,2,0,5,1,2,0.4075,0.7375,0.237567,246.0,3241,3487.0,Spring,Mist,Friday,0.07054774878118726,5.5093883366279774,8.08394570229562,8.15708378502887
421,2012-02-25,1,1,2,0,6,0,1,0.290833,0.395833,0.38061125,317.0,2415,2732.0,Spring,Clear,Saturday,0.11603221083455344,5.762051382780177,7.789868559054706,7.913155185928068
422,2012-02-26,1,1,2,0,0,0,1,0.279167,0.41,0.205229,515.0,2874,3389.0,Spring,Clear,Sunday,0.1519622307465329,6.246106765481563,7.963807953231451,8.128585200374497
423,2012-02-27,1,1,2,0,1,1,1,0.366667,0.490833,0.268033,253.0,4069,4322.0,Spring,Clear,Monday,0.05853771402128644,5.537334267018537,8.311398278436641,8.371704884667631
424,2012-02-28,1,1,2,0,2,1,1,0.359167,0.395833,0.193417,229.0,4134,4363.0,Spring,Clear,Tuesday,0.0524868209947284,5.438079308923196,8.327242607457793,8.381144346952961
425,2012-02-29,1,1,2,0,3,1,2,0.344348,0.804783,0.179117,65.0,1769,1834.0,Spring,Mist,Wednesday,0.03544165757906216,4.189654742026425,7.478734825567875,7.51479976048867
426,2012-03-01,1,1,3,0,4,1,1,0.485833,0.615417,0.226987,325.0,4665,4990.0,Spring,Clear,Thursday,0.06513026052104208,5.786897381366708,8.448057452581375,8.515391569469609
427,2012-03-02,1,1,3,0,5,1,2,0.353333,0.657083,0.144904,246.0,2948,3194.0,Spring,Mist,Friday,0.07701941139636818,5.5093883366279774,7.989221408815276,8.069342366811636
428,2012-03-03,1,1,3,0,6,0,2,0.414167,0.62125,0.161079,956.0,3110,4066.0,Spring,Mist,Saturday,0.23512051155927202,6.863803391452954,8.042699496897637,8.310660905907225
429,2012-03-04,1,1,3,0,0,0,1,0.325833,0.403333,0.334571,710.0,2713,3423.0,Spring,Clear,Sunday,0.20742039146947122,6.566672429803241,7.906178840394815,8.138564737261632
430,2012-03-05,1,1,3,0,1,1,1,0.243333,0.50625,0.228858,203.0,3130,3333.0,Spring,Clear,Monday,0.06090609060906091,5.318119993844216,8.049107721326406,8.111928063310739
431,2012-03-06,1,1,3,0,2,1,1,0.258333,0.456667,0.200875,221.0,3735,3956.0,Spring,Clear,Tuesday,0.055864509605662284,5.402677381872279,8.225770799348734,8.283241441385425
